ID,名前,重量,人員,開発年,開発国,必要資源_鉄,必要資源_クロム,必要資源_アルミ,必要資源_タングステン,必要資源_ゴム,shell_weight_g,initial_velocity_mps,rounds_per_minute,caliber_mm,barrel_length,barrel_count,max_elevation,turret_count,shell_weight_kg,caliber_cm
SMLG141,"5""/54 (12.7 cm) Mark 66",0.0,109,1960.0,USA,0,0,0,0,0,,0.0,48.0,,54.0,2,+90/-0,1,31.8,12.7
SMLG142,"5""/38 (12.7 cm) Mark 12 (Improved Open Pedestal Mark 24 Mod 11)",14152.0,101,1932.0,USA,1,0,0,0,0,,792.0,15.0,,38.0,1,+85/-10,1,25.0,12.7
SMLG143,"6 cm/21 (2.4"") Casemate Gun C/98",500.0,36,1898.0,GER,1,0,0,0,0,,437.0,13.0,,21.0,1,+20/-10,1,2.71,6.0
SMLG144,"3""/23.5 (7.62 cm) Marks 4 and 14",269.0,41,1900.0,USA,1,0,0,0,0,,503.0,8.0,,23.0,1,+75/-15,1,5.9,7.62
SMLG145,"4.5""/19 (11.4 cm) 8cwt QF Mark I (Mark II Single Mount)",0.0,39,1944.0,ENG,0,0,0,0,0,,457.0,10.0,,19.0,1,+30/-10,1,10.0,11.4
SMLG146,"3""/50 (7.62 cm) Mark 17 (Wet Mount Mark 11)",3100.0,47,1914.0,USA,1,0,0,0,0,,823.0,18.0,,50.0,1,+40/-15,1,5.9,7.62
SMLG147,"12 cm/45 (4.7"") Wilton-Fijenoord Mark 6 (Gerard Callenburgh / ZH1)",13000.0,83,1937.0,NLD,1,0,0,0,0,,800.0,10.0,,45.0,1,+55/-10,1,20.5,12.0
SMLG148,"8.8 cm/75 (3.46"") SK C/25 (Dop. L. C/25)",28950.0,116,1925.0,GER,1,0,0,0,0,,825.0,15.0,,75.0,2,+85/-10,1,9.0,8.8
SMLG149,"12 cm/45 (4.7"") Wilton-Fijenoord Mark 6 (Van Kinsbergen)",20935.0,103,1937.0,NLD,1,0,0,0,0,,800.0,10.0,,45.0,1,+55/-10,1,20.5,12.0
SMLG150,"4""/45 (10.2 cm) BL Mark IX (Triple Mount T.I. Mark I)",17755.0,98,1913.0,GBR,1,0,0,0,0,,800.0,11.0,,45.0,3,+30/-10,1,14.1,10.2
SMLG151,"4.5""/19 (11.4 cm) CFS-1",0.0,39,1944.0,ENG,0,0,0,0,0,,457.0,10.0,,19.0,1,+30/-10,1,10.0,11.4
SMLG152,"3""/50 (7.62 cm) Mark 21 and 22 (Dry Mount Marks 22, 24 and 26)",3735.0,39,1944.0,USA,1,0,0,0,0,,823.0,18.0,,50.0,1,+85/-15,1,5.9,7.62
SMLG153,"12.7 cm/45 (5"") SK C/34 (MPLC/34 Single Mount)",10220.0,92,1930.0,GER,0,0,0,0,0,,830.0,15.0,,45.0,1,+30/-10,1,28.0,12.7
SMLG154,"5""/38 (12.7 cm) Mark 12 (Improved Open Pedestal Mark 24 Mod 0 and Mod 1)",14152.0,101,1932.0,USA,1,0,0,0,0,,792.0,15.0,,38.0,1,+85/-15,1,25.0,12.7
SMLG155,"8.8 cm/45 (3.46"") SK C/35 (Ubts LC/35)",2425.0,42,1935.0,GER,1,0,0,0,0,,700.0,15.0,,45.0,1,+30/-10,1,9.0,8.8
SMLG156,"4.7""/40 (12 cm) QF Mark I (CPIX Single Mount)",8100.0,86,1885.0,ENG,0,0,0,0,0,,675.0,5.0,,40.0,1,+20/-3,1,20.4,12.0
SMLG157,"4.7""/45 (12 cm) QF Mark IX (CPXIII Single Mount)",3011.0,59,1928.0,ENG,0,0,0,0,0,,808.0,7.0,,45.0,1,+60/-10,1,22.68,12.0
SMLG158,"10.5 cm/45 (4.1"") SK C/32 (Ubts LC/32)",4970.0,61,1932.0,GER,1,0,0,0,0,,785.0,15.0,,45.0,1,+35/-10,1,15.1,10.5
SMLG159,"10.5 cm/45 (4.1"") Flak L/45 (Flak 45)",1450.0,64,1906.0,GER,1,0,0,0,0,,710.0,15.0,,45.0,1,+70/-5,1,17.5,10.5
SMLG160,"5""/38 (12.7 cm) Mark 12 (Twin Enclosed Base Ring Mark 38 Mod 1 and Mod 2)",43409.0,181,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,2,+85/-15,1,25.0,12.7
SMLG161,"75 mm/50 (2.9"") Pattern 1892 (Meller Single Mount)",1720.0,51,1891.0,RUS,0,0,0,0,0,,823.0,15.0,,50.0,1,+20/-15,1,4.9,7.5
SMLG162,"4.7""/40 (12 cm) QF Mark VIII (HA Mark XII Single Mount)",12561.0,87,1925.0,ENG,0,0,0,0,0,,749.0,8.0,,40.0,1,+90/-5,1,22.68,12.0
SMLG163,"12 cm/45 (4.7"") Wilton-Fijenoord Mark 9 (Battlecruiser Twin Mount)",57000.0,194,1937.0,NLD,1,0,0,0,0,,800.0,10.0,,45.0,2,+80/-10,1,20.5,12.0
SMLG164,"4.5""/45 (11.4 cm) QF Mark V (RP 41 Mark VI Twin Mount)",44706.0,163,1944.0,ENG,0,0,0,0,0,,716.0,12.0,,45.0,2,+80/-15,1,25.0,11.4
SMLG165,"3""/50 (7.62 cm) Mark 22 (Single Mount Mark 34)",7711.0,56,1945.0,USA,1,0,0,0,0,,823.0,45.0,,50.0,1,+85/-15,1,5.9,7.62
SMLG166,"4""/40 (10.2 cm) QF Mark XX",1318.0,43,1939.0,GBR,1,0,0,0,0,,676.0,10.0,,40.0,1,+20/-10,1,14.1,10.2
SMLG167,"10.5 cm/65 (4.1"") SK C/33 (Dop. L. C/31gE)",27805.0,120,1933.0,GER,1,0,0,0,0,,900.0,16.0,,65.0,2,+80/-8,1,15.1,10.5
SMLG168,"4.5""/45 (11.4 cm) QF Mark I, III and IV (RP50 Mark V Single Mount)",15260.0,94,1935.0,GBR,1,0,0,0,0,,716.0,14.0,,45.0,1,+55/-5,1,24.95,11.4
SMLG169,"10 cm/40 (3.9"") QF Bofors (Norwegian Single Mount)",1000.0,49,1934.0,NOR,1,0,0,0,0,,775.0,13.0,,40.0,1,+30/-5,1,19.5,10.0
SMLG170,"5""/38 (12.7 cm) Mark 12 (Twin Enclosed Base Ring Mark 29)",49000.0,195,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,2,+85/-15,1,25.0,12.7
SMLG171,Mk 7 5インチ砲x4,5000.0,77,1910.0,USA,1,0,0,0,0,,960.0,8.0,,51.0,1,20,4,25.03,12.7
SMLG172,"4""/40 (10.2 cm) BL Mark VIII (LA Guns: CPIII, CPIII*, CPV and CPVII)",1317.0,55,1904.0,GBR,1,0,0,0,0,,697.0,7.0,,40.0,1,+20/-10,1,14.06,10.2
SMLG173,"4.7""/45 (12 cm) QF Mark IX (CPXVII Single Mount)",8970.0,74,1928.0,ENG,0,0,0,0,0,,808.0,7.0,,45.0,1,+40/-10,1,22.68,12.0
SMLG174,"4.7""/40 (12 cm) QF Mark I (BDII Single Mount)",8100.0,86,1885.0,ENG,0,0,0,0,0,,675.0,5.0,,40.0,1,+15/-3,1,20.4,12.0
SMLG175,"75 mm/50 (2.9"") Pattern 1892 (Pattern 1908 Single Mount)",4000.0,57,1891.0,RUS,0,0,0,0,0,,823.0,15.0,,50.0,1,+25/-15,1,4.9,7.5
SMLG176,"4""/40 (10.2 cm) Marks 1, 3, 4, 5 and 6 (Pedestal Marks 4, 7 and 9)",3901.0,67,1892.0,USA,1,0,0,0,0,,610.0,8.0,,40.0,1,+20/-15,1,15.0,10.2
SMLG177,"75 mm/50 (2.9"") Pattern 1892 (Pattern 1908 Single Mount)",4000.0,57,1891.0,RUS,0,0,0,0,0,,823.0,15.0,,50.0,1,+25/-15,1,4.9,7.5
SMLG178,"4.5""/45 (11.4 cm) QF Mark I, III and IV (Mark II*** BD Twin Mount)",50188.0,184,1935.0,GBR,1,0,0,0,0,,716.0,15.0,,45.0,2,+80/-5,1,24.95,11.4
SMLG179,"10.5 cm/45 (4.1"") SK C/32 (MPL C/32gE)",6750.0,65,1932.0,GER,1,0,0,0,0,,785.0,15.0,,45.0,1,+70/-10,1,15.1,10.5
SMLG180,"4.7""/40 (12 cm) QF Mark I (PIII Single Mount)",8100.0,86,1885.0,ENG,0,0,0,0,0,,675.0,5.0,,40.0,1,+20/-3,1,20.4,12.0
SMLG181,"5""/38 (12.7 cm) Mark 12 (Single Enclosed Base Ring Mark 25)",19051.0,119,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,1,+85/-15,1,25.0,12.7
SMLG182,"4""/50 (10.2 cm) Marks 7, 8, 9 and 10 (Single Mount Mark 12)",4600.0,63,1910.0,USA,1,0,0,0,0,,884.0,8.0,,50.0,1,+20/-15,1,14.97,10.2
SMLG183,"3""/40 (7.62 cm) Armstrong 1916 and 1917 (Pedestal type)",510.0,48,1893.0,ITA,1,0,0,0,0,,680.0,15.0,,40.0,1,+42/-10,1,6.5,7.62
SMLG184,"4.7""/18 (12 cm) Howitzer (Single open mount)",4720.0,68,1912.0,ENG,0,0,0,0,0,,814.0,5.0,,45.0,1,+30/-9.5,1,22.68,12.0
SMLG185,"7.5 cm/36 (2.9"") SK C/34",500.0,30,1934.0,GER,1,0,0,0,0,,616.0,15.0,,36.0,1,+80/-10,1,5.8,7.5
SMLG186,"4""/40 (10.2 cm) QF Mark XIX (CP Mark XXIII)",1309.0,47,1938.0,GBR,1,0,0,0,0,,396.0,15.0,,40.0,1,+60/-10,1,15.88,10.2
SMLG187,"8.8 cm/45 (3.46"") SK C/30 (Ubts Flak LC/41)",1230.0,42,1930.0,GER,1,0,0,0,0,,790.0,15.0,,45.0,1,+70/-10,1,9.0,8.8
SMLG188,"4""/27 (10.2 cm) Mark II, III, IV, V, VI (VCPI Mount)",1320.0,61,1890.0,GBR,1,0,0,0,0,,579.0,10.0,,27.0,1,+20/-20,1,11.3,10.2
SMLG189,"4.7""/45 (12 cm) QF Mark IX (CPXVIII Single Mount)",9700.0,76,1928.0,ENG,0,0,0,0,0,,808.0,7.0,,45.0,1,+40/-10,1,22.68,12.0
SMLG190,"4""/45 (10.2 cm) QF Mark V (HA Mark III Mount)",7100.0,69,1913.0,GBR,1,0,0,0,0,,728.0,12.0,,45.0,1,+80/-5,1,14.06,10.2
SMLG191,"5""/38 (12.7 cm) Mark 12 (Twin Enclosed Base Ring Mark 28 Mod 2)",77399.0,266,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,2,+85/-15,1,25.0,12.7
SMLG192,"4""/45 (10.2 cm) QF Mark XVI (RP 52 Mark XIX conversion)",16816.0,92,1934.0,GBR,1,0,0,0,0,,811.0,18.0,,45.0,2,+80/-10,1,15.88,10.2
SMLG193,"10.5 cm/40 (4.1"") SK L/40 (MPL C/97)",1555.0,67,1898.0,GER,1,0,0,0,0,,690.0,15.0,,40.0,1,+10/-10,1,17.4,10.5
SMLG194,"4.5""/45 (11.4 cm) QF Mark I, III and IV (RP50 Mark 5* Mod 2 Single Mount)",15260.0,94,1935.0,GBR,1,0,0,0,0,,716.0,14.0,,45.0,1,+55/-5,1,24.95,11.4
SMLG195,"4""/15 (10.2 cm) 13cwt Mark I (RCDI Mount)",660.0,58,1890.0,GBR,1,0,0,0,0,,360.0,10.0,,15.0,1,+12/-8,1,11.3,10.2
SMLG196,"5""/62 (12.7 cm) QF Mark N1 (Twin Mount)",0.0,137,1951.0,ENG,0,0,0,0,0,,1036.0,60.0,,62.0,2,+90/-0,1,31.8,12.7
SMLG197,"5""/38 (12.7 cm) Mark 12 (Single Open Base Ring Mark 30 Mod 1)",15195.0,110,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,1,+85/-15,1,25.0,12.7
SMLG198,"4.7""/45 (12 cm) BL Mark II (Single open mount)",3188.0,53,1940.0,ENG,0,0,0,0,0,,814.0,5.0,,45.0,1,+30/-9.5,1,22.68,12.0
SMLG199,"5.1""/50 (13 cm) QF Mark I",49000.0,183,1931.0,ENG,0,0,0,0,0,,850.0,10.0,,50.0,1,+40/-0,1,28.1,13.0
SMLG200,"5""/38 (12.7 cm) Mark 12 (Single Enclosed Base Ring Mark 30 Mod 65 (Stern Mount))",18552.0,118,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,1,+85/-15,1,25.0,12.7
SMLG201,"8.8 cm/35 (3.46"") SK L/35",700.0,49,1900.0,GER,1,0,0,0,0,,690.0,12.0,,35.0,1,+25/-5,1,7.0,8.8
SMLG202,"5""/56 (12.7 cm) QF Mark N2 (Single Mount)",56000.0,233,1951.0,ENG,0,0,0,0,0,,975.0,40.0,,56.0,1,+90/-0,1,26.3,12.7
SMLG203,"10.5 cm/40 (4.1"") SK L/40 (MPL C/00)",1555.0,67,1898.0,GER,1,0,0,0,0,,690.0,15.0,,40.0,1,+30/-10,1,17.4,10.5
SMLG204,"4.5""/45 (11.4 cm) QF Mark I, III and IV (Mark 5* Mod 1 Single Mount)",11290.0,84,1935.0,GBR,1,0,0,0,0,,716.0,14.0,,45.0,1,+55/-5,1,24.95,11.4
SMLG205,"4""/45 (10.2 cm) QF Mark V (HA Mark IV Mount)",7100.0,69,1913.0,GBR,1,0,0,0,0,,728.0,12.0,,45.0,1,+80/-5,1,14.06,10.2
SMLG206,"5""/38 (12.7 cm) Mark 12 (Twin Enclosed Base Ring Mark 28 Mod 0)",70894.0,250,1932.0,USA,1,0,0,0,0,,792.0,20.0,,38.0,2,+85/-15,1,25.0,12.7
SMLG207,"4""/45 (10.2 cm) QF Mark XVI (RP 51 Mark XIX conversion)",16816.0,92,1934.0,GBR,1,0,0,0,0,,811.0,18.0,,45.0,2,+80/-10,1,15.88,10.2
SMLG208,"4""/27 (10.2 cm) Mark II, III, IV, V, VI (VBII Mount)",1320.0,61,1890.0,GBR,1,0,0,0,0,,579.0,10.0,,27.0,1,+18.5/-2.8,1,11.3,10.2
SMLG209,"4.7""/45 (12 cm) QF Mark IX (CPXXII Single Mount)",11770.0,85,1928.0,ENG,0,0,0,0,0,,808.0,10.0,,45.0,1,+55/-10,1,22.68,12.0
SMLG210,"10.5 cm/65 (4.1"") SK C/33 (French Dop. L. C/37)",26425.0,116,1933.0,FRA,1,0,0,0,0,,900.0,16.0,,65.0,2,+80/-10,1,15.1,10.5
SMLG211,"8.8 cm/45 (3.46"") KM41 (Triaxial turntable mounting Flak LM41)",4750.0,46,1941.0,GER,1,0,0,0,0,,790.0,15.0,,45.0,1,+75/-10,1,9.0,8.8
SMLG212,"4.7""/45 (12 cm) BL Mark I (Single open mount)",8100.0,74,1918.0,ENG,0,0,0,0,0,,814.0,5.0,,45.0,1,+30/-9.5,1,22.68,12.0
SMLG213,"12-pdr [3""/50 (7.62 cm)] 18cwt QF Mark I",1740.0,48,1900.0,GBR,1,0,0,0,0,,792.0,15.0,,50.0,1,+20/-10,1,5.67,7.62
SMLG214,"12-pdr [3""/40 (7.62 cm)] 12cwt QF Marks I, II and V (HA/LA IX Mount)",2489.0,52,1893.0,GBR,1,0,0,0,0,,681.0,15.0,,40.0,1,+70/-10,1,5.87,7.62
SMLG215,"5""/38 (12.7 cm) Mark 12 (Improved Open Pedestal Mark 24 Mod 2)",14152.0,101,1932.0,USA,1,0,0,0,0,,792.0,15.0,,38.0,1,+85/-15,1,25.0,12.7
SMLG216,"4""/50 (10.2 cm) Marks 7, 8, 9 and 10 (Twin Mount Mark 14)",9560.0,76,1910.0,USA,1,0,0,0,0,,884.0,8.0,,50.0,2,+20/-15,1,14.97,10.2
SMLG217,"4.7""/40 (12 cm) QF Mark I (GII Single Mount)",8100.0,86,1885.0,ENG,0,0,0,0,0,,675.0,5.0,,40.0,1,+20/-3,1,20.4,12.0
SMLG218,"4.5""/45 (11.4 cm) QF Mark I, III and IV (RP10 Mark II** BD Twin Mount)",43811.0,164,1935.0,GBR,1,0,0,0,0,,716.0,12.0,,45.0,2,+80/-5,1,24.95,11.4
SMLG219,"10.5 cm/45 (4.1"") SK C/32 (MPL C/32)",6485.0,64,1932.0,GER,1,0,0,0,0,,785.0,15.0,,45.0,1,+50/-10,1,15.1,10.5
SMLG220,"4""/40 (10.2 cm) Marks 1, 3, 4, 5 and 6 (Central Pivot Marks 2 and 3)",4195.0,67,1892.0,USA,1,0,0,0,0,,610.0,8.0,,40.0,1,+20/-15,1,15.0,10.2
SMLG221,"75 mm/50 (2.9"") Pattern 1892 (Casemate Mount mod 1906)",4423.0,58,1891.0,RUS,0,0,0,0,0,,823.0,15.0,,50.0,1,+25/-15,1,4.9,7.5
SMLG222,"4.7""/40 (12 cm) QF Mark I (UDI Single Mount)",8100.0,86,1885.0,ENG,0,0,0,0,0,,675.0,5.0,,40.0,1,+20/-3,1,20.4,12.0
SMLG223,QF 4.5-inch Mk V naval gun,1000.0,69,1939.0,ENG,1,0,0,0,0,,746.0,24.0,,45.0,1,80,1,24.9,11.303
SMLG224,"12 cm/50 (4.7"") Bofors M1924 series",8700.0,80,1924.0,SWE,0,0,0,0,0,,900.0,10.0,,50.0,1,+30/-5,1,24.0,12.0
SMLG225,"4""/60 (10.2 cm) Pattern 1911 (Obukhovski Factory Single Mount)",6147.0,70,1911.0,RUS,0,0,0,0,0,,823.0,12.0,,60.0,1,+20/-6,1,17.5,10.2
SMLG226,"5""/51 (12.7 cm) Marks 7, 8, 9, 14 and 15 (Dry Single Mount)",10200.0,90,1910.0,USA,0,0,0,0,0,,960.0,9.0,,51.0,1,+20/-15,1,22.7,12.7
SMLG227,Ordnance QF 4 inch gun Mk XXI (Twin Mk XIX),4078.0,57,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,2,80,1,15.88,10.16
SMLG228,Ordnance QF 4 inch gun Mk XVI* (Twin Mk XIX),4078.0,57,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,2,80,1,15.88,10.16
SMLG229,"5""/51 (12.7 cm) Marks 7, 8, 9, 14 and 15 (Wet Single Mount)",10900.0,92,1910.0,USA,0,0,0,0,0,,960.0,9.0,,51.0,1,+25/-8.5,1,22.7,12.7
SMLG230,"130 mm/55 (5.1"") Pattern 1913 (Single Mount)",17160.0,111,1912.0,RUS,0,0,0,0,0,,823.0,8.0,,55.0,1,+30/-5,1,36.86,13.0
SMLG231,"12 cm/50 (4.7"") Bofors Mark 4",10000.0,83,1924.0,SWE,0,0,0,0,0,,900.0,10.0,,50.0,1,+30/-5,1,24.0,12.0
SMLG232,QF 4.5-inch Mk IV naval gun,1000.0,54,1939.0,ENG,1,0,0,0,0,,746.0,12.0,,45.0,1,80,1,24.9,11.303
SMLG233,Ordnance QF 4 inch gun Mk XXI (Single Mk XX),2039.0,51,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,1,80,1,15.88,10.16
SMLG234,"120 mm/50 (4.7"") Model 1950",52000.0,220,1944.0,SWE,0,0,0,0,0,,850.0,42.0,,50.0,2,+85/-10,1,23.5,12.0
SMLG235,QF 4.5-inch Mk III naval gun,1000.0,55,1939.0,ENG,1,0,0,0,0,,746.0,12.0,,45.0,2,80,1,24.9,11.303
SMLG236,"12 cm/50 (4.7"") HIH Mark 5",8700.0,80,1924.0,NLD,0,0,0,0,0,,900.0,10.0,,50.0,1,+35/-5,1,24.0,12.0
SMLG237,"12 cm/50 (4.7"") Model 1934/1936 (Twin Mount)",20500.0,106,1934.0,SWE,0,0,0,0,0,,900.0,10.0,,50.0,2,+30/-3,1,24.0,12.0
SMLG238,QF 4.5-inch Mk II naval gun (Land service),1000.0,54,1939.0,ENG,1,0,0,0,0,,746.0,12.0,,45.0,1,80,1,24.9,11.303
SMLG239,"120 mm/46 (4.7"") TAK120",28500.0,185,1963.0,SWE,0,0,0,0,0,,800.0,80.0,,46.0,1,+80/-10,1,21.0,12.0
SMLG240,"12 cm/50 (4.7"") Model 1934/1936 (Single Mount)",4115.0,64,1934.0,SWE,0,0,0,0,0,,900.0,10.0,,50.0,1,+30/-3,1,24.0,12.0
SMLG241,QF 4.5-inch Mk I naval gun,1000.0,55,1939.0,ENG,1,0,0,0,0,,746.0,12.0,,45.0,2,80,1,24.9,11.303
SMLG242,"12 cm/50 (4.7"") Model 1942",68000.0,233,1942.0,SWE,0,0,0,0,0,,850.0,20.0,,50.0,2,+80/-10,1,23.5,12.0
SMLG243,"5""/51 (12.7 cm) Marks 7, 8, 9, 14 and 15 (Twin Mount)",,65,1910.0,USA,0,0,0,0,0,,960.0,9.0,,51.0,2,+25/-15,1,22.7,12.7
SMLG244,Ordnance QF 4 inch gun Mk XVI (Twin Mk XIX),4078.0,57,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,2,80,1,15.88,10.16
SMLG245,Ordnance QF 4 inch gun Mk XVI* (Single Mk XX),2039.0,51,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,1,80,1,15.88,10.16
SMLG246,"4.7""/50 (12 cm) QF Mark XI",3405.0,62,1938.0,GBR,0,0,0,0,0,,774.0,10.0,,50.0,1,+50/-10,1,28.12,12.0
SMLG247,"130 mm/55 (5.1"") Pattern 1913 (Monitor Udarny Single Turret)",17160.0,111,1912.0,RUS,0,0,0,0,0,,823.0,8.0,,55.0,1,+40/-5,1,36.86,13.0
SMLG248,"4""/60 (10.2 cm) Pattern 1911 (Metal Factory Single Mount)",5700.0,69,1911.0,RUS,0,0,0,0,0,,823.0,12.0,,60.0,1,+30/-10,1,17.5,10.2
SMLG249,"5""/25 (12.7 cm) BL Marks I, II, III, IV and V",2040.0,83,1875.0,GBR,0,0,0,0,0,,533.0,10.0,,25.0,1,+22/-5,1,22.7,12.7
SMLG250,Ordnance QF 4 inch gun Mk XVI (Single Mk XX),2039.0,51,1936.0,ENG,1,0,0,0,0,,811.0,15.0,,45.0,1,80,1,15.88,10.16
SMLG251,Ordnance QF 4 inch gun Mk V,2220.0,59,1914.0,ENG,1,0,0,0,0,,716.0,15.0,,45.0,1,80,1,14.1,10.16
SMLG252,10.5 cm/40 Model 1936,,47,1935.0,SWE,0,0,0,0,0,,700.0,15.0,,40.0,1,+30/-3,1,16.0,10.5
SMLG253,"5.2""/42 (13.2 cm) QF Mark I",3480.0,58,1924.0,GBR,0,0,0,0,0,31800.0,701.0,6.0,132.0,42.0,2,40,1,31.8,13.2
SMLG254,"5.25""/50 (13.3 cm) QF Mark I",4362.0,58,1940.0,GBR,0,0,0,0,0,36300.0,814.0,8.0,133.0,50.0,2,70,1,36.3,13.3
SMLG255,"6""/50 (15.2 cm) BL Mark XIV and XV",8200.0,60,1914.0,GBR,0,0,0,0,0,45300.0,884.0,6.0,152.0,50.0,2,15,1,45.3,15.2
